link_id,time,speed
9244,00:00:00,9
9813,00:00:00,8.7
7141,00:00:00,7.9
0334,00:00:00,10.5
2959,00:00:00,7.1
2769,00:00:00,5.7
8421,00:00:00,5.3
6918,00:00:00,10.6
4525,00:00:00,10.6
6681,00:00:00,4.1
0141,00:00:00,10.8
5759,00:00:00,8.2
1518,00:00:00,7.1
0763,00:00:00,12.1
8063,00:00:00,10.2
4141,00:00:00,11
1141,00:00:00,10.6
8041,00:00:00,12.2
2969,00:00:00,4.2
7934,00:00:00,11.3
2763,00:00:00,11.5
9663,00:00:00,10.8
9175,00:00:00,9.1
1555,00:00:00,11.5
0913,00:00:00,8.3
4028,00:00:00,11.7
1763,00:00:00,11.3
8175,00:00:00,8.8
5934,00:00:00,9.4
7243,00:00:00,1
9434,00:00:00,6.7
0344,00:00:00,8.3
7663,00:00:00,4
2532,00:00:00,10
4959,00:00:00,7.6
9869,00:00:00,7.1
8243,00:00:00,8.6
3759,00:00:00,10.9
8425,00:00:00,7.9
9674,00:00:00,8.3
2653,00:00:00,11.7
0163,00:00:00,5.2
1741,00:00:00,8.6
2541,00:00:00,8.2
0815,00:00:00,7.8
2418,00:00:00,3.7
9141,00:00:00,16.2
4759,00:00:00,8.3
6041,00:00:00,10.8
9228,00:00:00,11
2759,00:00:00,3.5
8234,00:00:00,11.4
8959,00:00:00,6
7869,00:00:00,2.3
5343,00:00:00,11.2
0234,00:00:00,10.7
2141,00:00:00,12.4
2776,00:00:00,5.6
0329,00:00:00,2.8
7063,00:00:00,8.6
6525,00:00:00,8.8
8593,00:00:00,1
0241,00:00:00,8
9041,00:00:00,11.5
7194,00:00:00,12
4555,00:00:00,11.7
7886,00:00:00,10.2
2328,00:00:00,10
0969,00:00:00,10
7674,00:00:00,2.9
5334,00:00:00,9.5
6566,00:00:00,9.3
7425,00:00:00,9.6
1234,00:00:00,8
3525,00:00:00,12
7959,00:00:00,8.9
4594,00:00:00,3.4
0784,00:00:00,5.1
1041,00:00:00,11.8
5041,00:00:00,11.5
3328,00:00:00,7.2
8194,00:00:00,10
3141,00:00:00,11.9
8663,00:00:00,11.1
4514,00:00:00,10
1969,00:00:00,5
3959,00:00:00,10.3
1784,00:00:00,6.1
5681,00:00:00,8.1
0863,00:00:00,8.5
0395,00:00:00,2.1
4395,00:00:00,12.3
5032,00:00:00,10.4
9063,00:00:00,7.2
1241,00:00:00,16.2
9425,00:00:00,9.9
8738,00:00:00,11.9
3776,00:00:00,8.4
3422,00:00:00,8.3
6343,00:00:00,8.5
5566,00:00:00,10.2
9243,00:00:00,8.2
9525,00:00:00,9
8228,00:00:00,10.8
8893,00:00:00,6.9
8869,00:00:00,5.9
6843,00:00:00,11.1
5525,00:00:00,6.1
6032,00:00:00,8.3
4653,00:00:00,9.8
0344,00:02:00,9.5
8194,00:02:00,9
7425,00:02:00,10.3
1763,00:02:00,11.3
3776,00:02:00,6.2
2959,00:02:00,4.3
6041,00:02:00,11.7
8869,00:02:00,6.3
9525,00:02:00,8.3
1518,00:02:00,5
9244,00:02:00,9
0863,00:02:00,8.5
8243,00:02:00,7.9
8175,00:02:00,9.2
8738,00:02:00,10
0815,00:02:00,7.4
1555,00:02:00,12.3
2653,00:02:00,11.2
9663,00:02:00,10.8
3422,00:02:00,11.9
6843,00:02:00,11
6334,00:02:00,0.9
8893,00:02:00,6.2
4555,00:02:00,11.7
2969,00:02:00,3.8
1141,00:02:00,10.6
6343,00:02:00,8.9
6525,00:02:00,8.1
1969,00:02:00,5
8593,00:02:00,1
2328,00:02:00,10.8
6566,00:02:00,8.9
0913,00:02:00,8.1
6681,00:02:00,3.9
2763,00:02:00,11.8
2532,00:02:00,10
7141,00:02:00,7.5
4395,00:02:00,13.4
5525,00:02:00,6.6
0334,00:02:00,10.5
1241,00:02:00,16.2
5594,00:02:00,11.5
6169,00:02:00,3.3
5759,00:02:00,8.3
3328,00:02:00,7.3
1041,00:02:00,12.3
2769,00:02:00,4.8
3125,00:02:00,4.6
3815,00:02:00,5
9175,00:02:00,9.4
0763,00:02:00,12.8
9674,00:02:00,8.3
4759,00:02:00,7.1
1741,00:02:00,8.6
9434,00:02:00,6.7
5566,00:02:00,9.3
5681,00:02:00,8.1
2141,00:02:00,12.4
5334,00:02:00,10.2
7869,00:02:00,2.6
6918,00:02:00,2.9
2759,00:02:00,4.9
4514,00:02:00,8.8
0241,00:02:00,8
7959,00:02:00,8.9
3759,00:02:00,10.4
4525,00:02:00,10.6
8228,00:02:00,10.8
5934,00:02:00,8.4
9228,00:02:00,11.4
4594,00:02:00,3.9
1784,00:02:00,6.5
4653,00:02:00,9.8
7674,00:02:00,2.6
7194,00:02:00,10.6
8041,00:02:00,12.2
2541,00:02:00,7.3
0395,00:02:00,1
5343,00:02:00,10.9
7886,00:02:00,10
4141,00:02:00,11
2815,00:02:00,5.4
8063,00:02:00,10.8
7663,00:02:00,4.5
3141,00:02:00,11.9
5041,00:02:00,12
9141,00:02:00,16.2
9243,00:02:00,9.3
7934,00:02:00,7
0234,00:02:00,10
9041,00:02:00,11.5
8959,00:02:00,8.2
6032,00:02:00,8
4028,00:02:00,10.6
3525,00:02:00,10.8
7063,00:02:00,9.2
1234,00:02:00,8
9063,00:02:00,6.5
2776,00:02:00,7.5
8421,00:02:00,3.2
0163,00:02:00,7.4
9813,00:02:00,8.7
5032,00:02:00,10.9
0969,00:02:00,10
0141,00:02:00,9.7
8425,00:02:00,7.9
7243,00:02:00,1.3
9425,00:02:00,9.9
0784,00:02:00,6
8234,00:02:00,11.9
0329,00:02:00,2.8
3959,00:02:00,8
4959,00:02:00,11
8663,00:02:00,10.5
7141,00:04:00,7.7
6169,00:04:00,3.2
9063,00:04:00,6.4
9175,00:04:00,9.4
4028,00:04:00,11.8
5525,00:04:00,6.6
8243,00:04:00,7.3
8869,00:04:00,6.7
2541,00:04:00,7.3
8228,00:04:00,10.8
2776,00:04:00,7.5
5334,00:04:00,10.2
7959,00:04:00,10.4
8421,00:04:00,2.7
5681,00:04:00,8.3
0784,00:04:00,6.6
8738,00:04:00,9.3
3141,00:04:00,11.9
6334,00:04:00,1.2
3776,00:04:00,6.9
1241,00:04:00,16.2
0163,00:04:00,7.4
4514,00:04:00,9.7
1234,00:04:00,11.4
1041,00:04:00,12.3
0815,00:04:00,5.1
3525,00:04:00,9.2
9663,00:04:00,10.8
6343,00:04:00,10.5
7243,00:04:00,1.3
6525,00:04:00,10
3759,00:04:00,12.2
5759,00:04:00,9
5566,00:04:00,10.3
2532,00:04:00,10
9813,00:04:00,8.2
9244,00:04:00,7.2
2141,00:04:00,12.4
6041,00:04:00,11.7
3815,00:04:00,4.9
4759,00:04:00,7.7
0969,00:04:00,10
5032,00:04:00,11.5
6566,00:04:00,8.9
7934,00:04:00,7
0344,00:04:00,9.5
6843,00:04:00,10.2
7425,00:04:00,11.7
1969,00:04:00,5
2328,00:04:00,9.3
8175,00:04:00,9.6
8194,00:04:00,7.1
6918,00:04:00,2.9
3125,00:04:00,4.4
8041,00:04:00,12.2
6141,00:04:00,1.4
3959,00:04:00,8.9
5343,00:04:00,10.6
1518,00:04:00,5.9
4555,00:04:00,11.7
7674,00:04:00,2.4
9674,00:04:00,7.8
7663,00:04:00,4.5
2653,00:04:00,10.6
0241,00:04:00,8
5141,00:04:00,3.1
0329,00:04:00,2.8
2815,00:04:00,6.6
9525,00:04:00,7.6
1763,00:04:00,11.3
5041,00:04:00,12
2759,00:04:00,6.5
1555,00:04:00,12.3
2769,00:04:00,4.4
8425,00:04:00,6
9425,00:04:00,11.9
0763,00:04:00,12.3
0334,00:04:00,10.9
0141,00:04:00,13
2763,00:04:00,11.8
0863,00:04:00,7.8
8959,00:04:00,8.8
3422,00:04:00,11.9
0234,00:04:00,8.8
9228,00:04:00,10.7
1741,00:04:00,7.3
1141,00:04:00,13.4
1784,00:04:00,9.5
2959,00:04:00,3.1
4959,00:04:00,7.3
9041,00:04:00,11.5
8593,00:04:00,0.9
8663,00:04:00,10.5
9434,00:04:00,6.7
7194,00:04:00,9
8234,00:04:00,12.2
9141,00:04:00,16.2
3328,00:04:00,5.2
7063,00:04:00,9.3
5594,00:04:00,10.5
4525,00:04:00,12
4653,00:04:00,11.2
6032,00:04:00,9.5
8063,00:04:00,10.8
2969,00:04:00,3.5
7886,00:04:00,10
9243,00:04:00,9.3
5934,00:04:00,8.4
4141,00:04:00,11
6681,00:04:00,3.3
0913,00:04:00,7.6
7869,00:04:00,2.6
4594,00:04:00,3.2
4395,00:04:00,13.4
4594,00:06:00,4.1
0163,00:06:00,7.1
8175,00:06:00,9.6
1234,00:06:00,11.4
9434,00:06:00,6.7
8593,00:06:00,0.6
1518,00:06:00,5.9
2328,00:06:00,16.9
5934,00:06:00,8.4
7425,00:06:00,11.5
6141,00:06:00,1.4
7934,00:06:00,6.6
1141,00:06:00,13.7
6032,00:06:00,10.1
9044,00:06:00,10.3
9228,00:06:00,20
8194,00:06:00,7.1
2759,00:06:00,6.5
1763,00:06:00,11.3
0234,00:06:00,9.4
4769,00:06:00,13.7
0141,00:06:00,13.3
6525,00:06:00,11.6
7141,00:06:00,8.4
3422,00:06:00,11.9
9425,00:06:00,12.4
9041,00:06:00,11.5
8063,00:06:00,11.4
1784,00:06:00,10.4
3759,00:06:00,12.8
5566,00:06:00,8.6
7886,00:06:00,10.4
1041,00:06:00,12.3
0969,00:06:00,7.7
4028,00:06:00,11.9
6343,00:06:00,12.1
4959,00:06:00,7.3
7243,00:06:00,6
1969,00:06:00,5
0329,00:06:00,4.2
0763,00:06:00,12.3
8893,00:06:00,3.8
6918,00:06:00,2
4653,00:06:00,11.2
9813,00:06:00,6.7
6681,00:06:00,7
9674,00:06:00,7.8
5759,00:06:00,10.3
8228,00:06:00,15.3
5681,00:06:00,10
2969,00:06:00,3.5
5525,00:06:00,7.2
7194,00:06:00,8
4422,00:06:00,8.6
0334,00:06:00,11.2
3776,00:06:00,6.9
2959,00:06:00,3.1
6566,00:06:00,8.9
5334,00:06:00,9.5
7869,00:06:00,4.2
4141,00:06:00,7.3
6041,00:06:00,11.7
8869,00:06:00,1.8
8738,00:06:00,7.7
5032,00:06:00,11.4
3328,00:06:00,5
2532,00:06:00,7.2
3525,00:06:00,8
5343,00:06:00,11.6
9244,00:06:00,6.6
7063,00:06:00,9.3
4759,00:06:00,8.3
2776,00:06:00,7.5
6334,00:06:00,1.2
4514,00:06:00,10.7
0784,00:06:00,6.1
0344,00:06:00,9.5
3959,00:06:00,8.9
9663,00:06:00,11.5
2769,00:06:00,4.4
9063,00:06:00,6.5
3141,00:06:00,7.8
4525,00:06:00,12.1
3815,00:06:00,4.8
3125,00:06:00,4
5041,00:06:00,12
8421,00:06:00,2.3
8234,00:06:00,12.2
8243,00:06:00,1.3
8663,00:06:00,7.7
4555,00:06:00,11.7
0863,00:06:00,9.7
9525,00:06:00,6.8
0815,00:06:00,6.1
8959,00:06:00,9.4
9175,00:06:00,9.4
0913,00:06:00,7.6
2815,00:06:00,7.7
8425,00:06:00,5.5
7663,00:06:00,3.2
4395,00:06:00,13.4
1741,00:06:00,9.7
3769,00:06:00,6.5
9243,00:06:00,9.3
1555,00:06:00,12.3
2653,00:06:00,10.4
2763,00:06:00,11.8
6843,00:06:00,9.8
5594,00:06:00,10
5141,00:06:00,3.1
7959,00:06:00,10.5
0141,00:08:00,11.9
7425,00:08:00,10.4
1234,00:08:00,11.4
9869,00:08:00,8.1
5334,00:08:00,8.2
8421,00:08:00,6.3
6843,00:08:00,8.7
3769,00:08:00,5
4653,00:08:00,11.2
9243,00:08:00,12.7
1141,00:08:00,11.8
1969,00:08:00,5
4422,00:08:00,8.6
7141,00:08:00,9.4
8063,00:08:00,12
7959,00:08:00,10.5
1741,00:08:00,7.3
6681,00:08:00,5.8
3815,00:08:00,6.5
8425,00:08:00,6.9
9425,00:08:00,11.5
2418,00:08:00,7
8738,00:08:00,5.7
7194,00:08:00,9.3
5041,00:08:00,9.7
0163,00:08:00,8.2
2959,00:08:00,3.3
0913,00:08:00,9
2532,00:08:00,7.2
9175,00:08:00,13.2
8959,00:08:00,9.8
6566,00:08:00,11
6041,00:08:00,9.6
2653,00:08:00,9.8
7169,00:08:00,0.8
8041,00:08:00,12
1041,00:08:00,8.2
2141,00:08:00,11.7
8893,00:08:00,2.2
6141,00:08:00,1.8
1555,00:08:00,9.7
0815,00:08:00,6.1
2763,00:08:00,9.8
3959,00:08:00,8.5
1784,00:08:00,3.5
1763,00:08:00,9.6
3125,00:08:00,2.5
5759,00:08:00,11
2541,00:08:00,6.6
7886,00:08:00,12.6
0234,00:08:00,8.3
4769,00:08:00,13.7
0784,00:08:00,6.1
6032,00:08:00,10.4
4028,00:08:00,10.6
1241,00:08:00,12.4
8194,00:08:00,7.2
4141,00:08:00,9.9
5343,00:08:00,12.2
2815,00:08:00,10.2
2328,00:08:00,20.8
9141,00:08:00,10.5
4555,00:08:00,9.3
4759,00:08:00,10
9041,00:08:00,12.1
0344,00:08:00,12.7
2759,00:08:00,6.5
9674,00:08:00,9.3
9863,00:08:00,8.3
2776,00:08:00,6.9
0763,00:08:00,9.9
4594,00:08:00,2.8
1518,00:08:00,6.9
9228,00:08:00,21.3
6169,00:08:00,3.8
9044,00:08:00,7.8
6343,00:08:00,11
0334,00:08:00,11.9
9525,00:08:00,5.3
4514,00:08:00,9.7
0329,00:08:00,4.7
0241,00:08:00,10.7
7869,00:08:00,2.4
0863,00:08:00,12.7
8869,00:08:00,1.2
5525,00:08:00,8.1
5032,00:08:00,10.4
4525,00:08:00,12
7063,00:08:00,7.6
3525,00:08:00,11
3776,00:08:00,5.5
3422,00:08:00,11.9
3141,00:08:00,8.6
9244,00:08:00,5
8593,00:08:00,0.6
6525,00:08:00,8.1
7934,00:08:00,13
8234,00:08:00,9.6
8243,00:08:00,0.6
5681,00:08:00,11.1
8175,00:08:00,12
7674,00:08:00,3
2769,00:08:00,4.4
7243,00:08:00,8.6
3328,00:08:00,3.6
0141,00:10:00,10.8
9674,00:10:00,9.3
4653,00:10:00,12
5681,00:10:00,10
7869,00:10:00,1.1
5525,00:10:00,7.7
8593,00:10:00,0.6
2418,00:10:00,8
5566,00:10:00,9.3
